,discount rate 0,discount rate 1,discount rate 2,A.0_ID flood wave shape,A.1_Bmax,A.1_pfail,A.1_Brate,A.2_Bmax,A.2_pfail,A.2_Brate,A.3_Bmax,A.3_pfail,A.3_Brate,A.4_Bmax,A.4_pfail,A.4_Brate,A.5_Bmax,A.5_pfail,A.5_Brate,Expected Annual Damage Gelderland,Dike Investment Costs Gelderland,Expected Number of Deaths in Gelderland,Expected Annual Damage Overijssel,Dike Investment Costs Overijssel,Expected Number of Deaths in Overijssel,RfR Total Costs,Expected Total Evacuation Costs
10,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('2.5', 2.5)",6,30.07396733767009,0.361618055908985,"Category('10', 10)",290.54672182717684,0.9164085383612048,"Category('1.5', 1.5)",347.01962931426397,0.7646874091487607,"Category('1.5', 1.5)",107.55448150532499,0.4612550644482095,"Category('10', 10)",131.77054064422234,2.0084317583018985e-05,"Category('1.5', 1.5)",2089972147.9150808,0,1.164320320147689,1349327374.8935034,0,0.9060698962932199,0.0,0.0
11,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('4.5', 4.5)",12,30.412920438459352,0.46141242783228265,"Category('1.0', 1.0)",311.6098750061433,0.9602222996659464,"Category('1.0', 1.0)",30.08070843529859,0.19719764779274568,"Category('1.5', 1.5)",52.33504859502725,0.976335957439593,"Category('1.5', 1.5)",109.685323452377,1.0260921444182891e-05,"Category('1.5', 1.5)",1895694175.598936,0,2.5386285657213348,1200175379.6027696,0,0.9000170904685029,0.0,0.0
12,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('2.5', 2.5)",7,31.243623830886726,0.3929304567259117,"Category('10', 10)",34.493047283996646,0.7728185867309028,"Category('1.5', 1.5)",39.404703788798194,0.3914299962675252,"Category('1.0', 1.0)",107.14073412855743,0.6625534617260477,"Category('1.5', 1.5)",30.263779746193904,0.00021808654401944683,"Category('10', 10)",1764011274.0762475,0,1.1992051980040739,1365031321.7630758,0,0.9288130898511322,0.0,0.0
13,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",68,32.084798836721895,0.5757398146869109,"Category('1.0', 1.0)",266.9083583456238,0.9973675814335721,"Category('1.0', 1.0)",32.26961919823267,0.5739987717860283,"Category('1.5', 1.5)",81.42876030723156,0.9681034820318869,"Category('10', 10)",157.19106202401963,0.0012139798738106666,"Category('10', 10)",242758314.122498,0,0.2181632638121854,1540544264.8556333,0,0.9749947125842446,0.0,0.0
14,"Category('2.5', 2.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",102,71.95845998122999,0.5093928453423684,"Category('10', 10)",209.85273615193722,0.6682792572971381,"Category('1.0', 1.0)",32.62551838792826,0.21755661996058856,"Category('1.0', 1.0)",135.6762946502739,0.9030528141736888,"Category('1.0', 1.0)",250.95191344115167,0.00012148694199582083,"Category('1.5', 1.5)",1660968004.7539368,0,2.1148297932602165,1345431657.0666573,0,0.9134498284534517,0.0,0.0
15,"Category('2.5', 2.5)","Category('2.5', 2.5)","Category('4.5', 4.5)",21,33.267652995983674,0.41104759204247754,"Category('1.0', 1.0)",153.23023609929885,0.3696976161730962,"Category('10', 10)",30.001622836356397,0.1337787062453093,"Category('1.5', 1.5)",83.42225263998351,0.19290160394222466,"Category('1.5', 1.5)",122.16215169417322,4.575875248723042e-05,"Category('1.0', 1.0)",2954282784.6280923,0,4.138959583903724,908195046.1619123,0,0.805017774595253,0.0,0.0
16,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",121,40.74890813670936,0.32337298168942824,"Category('1.5', 1.5)",233.55029357068918,0.9137287834035277,"Category('10', 10)",36.26748009275013,0.7337949751204845,"Category('10', 10)",98.3493293635157,0.5960501190066108,"Category('10', 10)",212.13405739280594,0.0011743926578921815,"Category('1.0', 1.0)",3702494021.5173397,0,1.851378923167893,1438862694.1970348,0,0.8985025901930125,0.0,0.0
17,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",52,30.58485386810677,0.3052197735079181,"Category('1.0', 1.0)",210.92037755568762,0.5910215915687773,"Category('10', 10)",66.53320363358999,0.5286194924013693,"Category('10', 10)",151.84363248162705,0.4978724212915949,"Category('1.5', 1.5)",31.215648134885406,0.01011088460769428,"Category('1.0', 1.0)",3770007213.953709,0,1.9272006535624224,1436123269.8402188,0,0.8949611399941416,0.0,0.0
18,"Category('1.5', 1.5)","Category('2.5', 2.5)","Category('1.5', 1.5)",45,47.70915612339943,0.3369071744189514,"Category('1.0', 1.0)",62.20315592713734,0.07998783342885532,"Category('1.0', 1.0)",30.308375707998998,0.132895217050629,"Category('10', 10)",49.76034893810454,0.10927621184664693,"Category('1.5', 1.5)",79.70515136338054,0.011147183535202554,"Category('1.5', 1.5)",6410634942.882845,0,5.41766072091527,1012097381.9419405,0,0.6413028961200138,0.0,0.0
19,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",54,33.396720917349505,0.29419117994804383,"Category('10', 10)",120.87827604216301,0.6302685200448844,"Category('10', 10)",35.39432434188156,0.17411546690564525,"Category('10', 10)",44.351503145646966,0.4503995772392736,"Category('1.5', 1.5)",61.07832331286792,2.9420091564592225e-05,"Category('10', 10)",5192459433.361758,0,3.7120711401980895,1272489260.405781,0,0.7754601280531592,0.0,0.0
20,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",52,30.00325457943621,0.1694306263002313,"Category('10', 10)",347.70153434480943,0.9102803637721091,"Category('1.5', 1.5)",44.18385992093627,0.20517804596447559,"Category('1.0', 1.0)",97.68863447321615,0.829757185956542,"Category('10', 10)",109.18978306423763,0.004555437108589633,"Category('1.0', 1.0)",4742817206.9305,0,3.1821203963680427,1309188199.0777996,0,0.8057998440682433,0.0,0.0
21,"Category('2.5', 2.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",79,30.093758242481854,0.3618656744931492,"Category('1.5', 1.5)",301.0690994322343,0.9466815059923753,"Category('10', 10)",335.2448069246482,0.7280547837943432,"Category('1.5', 1.5)",155.82476916735828,0.4751019611897692,"Category('10', 10)",138.82867968162725,0.009097880546817455,"Category('1.5', 1.5)",2089612616.2456088,0,1.1640690724871465,1358838385.4548473,0,0.9161301845643283,0.0,0.0
22,"Category('4.5', 4.5)","Category('3.5', 3.5)","Category('3.5', 3.5)",120,30.48891171380015,0.32365902024844867,"Category('1.0', 1.0)",60.568702539176726,0.4578899973853845,"Category('1.0', 1.0)",32.13893062521752,0.10572607631002365,"Category('1.0', 1.0)",60.58534436457604,0.5958417327102639,"Category('10', 10)",106.5994627346623,2.6759719951030547e-07,"Category('1.5', 1.5)",3649140686.859954,0,5.060994678129587,757701603.624656,0,0.8080899538965628,0.0,0.0
23,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",131,30.852140539073396,0.2587752818841228,"Category('1.5', 1.5)",87.53665208970624,0.5023966050667013,"Category('1.0', 1.0)",30.548383199149757,0.5321810862782512,"Category('1.5', 1.5)",46.57023633927934,0.47382443897841864,"Category('1.5', 1.5)",156.40463642516508,4.196859494166611e-05,"Category('10', 10)",3773390948.224139,0,1.9103541186591522,1405634969.1339755,0,0.8692332718844981,0.0,0.0
24,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",6,34.81607112396601,0.3453224058483111,"Category('1.0', 1.0)",100.75825101595115,0.4083795619352699,"Category('10', 10)",33.037559616302445,0.16959369953678483,"Category('1.5', 1.5)",115.49310785842832,0.6014693956377626,"Category('10', 10)",179.15665747200248,1.5685869459463705e-07,"Category('10', 10)",4735637157.088061,0,3.922672558807137,1308836904.7375126,0,0.8055101642752427,0.0,0.0
25,"Category('3.5', 3.5)","Category('1.5', 1.5)","Category('2.5', 2.5)",6,55.66915636291169,0.41283554475281936,"Category('1.0', 1.0)",81.85390240722668,0.6171026351474361,"Category('1.5', 1.5)",30.577808724362292,0.20752167193598492,"Category('1.0', 1.0)",74.61597433350329,0.42887348319262797,"Category('1.0', 1.0)",165.01229063065813,1.9087713267924855e-06,"Category('10', 10)",2066866449.408872,0,2.5084634287579717,1153175827.7295728,0,0.9025757099107244,0.0,0.0
26,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",93,342.7751123067785,0.9549061329527296,"Category('1.0', 1.0)",271.65838962572764,0.8435205340378555,"Category('1.0', 1.0)",189.92054213864031,0.8801102142246755,"Category('1.5', 1.5)",199.3527281200811,0.5522642885483092,"Category('10', 10)",287.1859168967786,0.014741221556079057,"Category('1.5', 1.5)",67598798.67310289,0,0.0777874688766727,1554943436.990567,0,0.9789290108590949,0.0,0.0
27,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('4.5', 4.5)",7,30.215147129062274,0.38640129061475587,"Category('1.5', 1.5)",270.52647434316435,0.9836307775819028,"Category('1.0', 1.0)",30.018228506751058,0.10543345619747463,"Category('1.5', 1.5)",60.65007243307073,0.8826386822896485,"Category('10', 10)",180.70985901055343,1.1430439287514734e-05,"Category('10', 10)",3523010533.666406,0,4.0659964293398385,1120626383.7904215,0,0.830382399395865,0.0,0.0
28,"Category('2.5', 2.5)","Category('1.5', 1.5)","Category('2.5', 2.5)",47,32.0543874764212,0.3203970053827389,"Category('1.0', 1.0)",53.6944104236394,0.5982541506794163,"Category('1.5', 1.5)",33.66599671194311,0.4960011722282457,"Category('1.0', 1.0)",130.5144631668518,0.4861809939750373,"Category('1.5', 1.5)",60.18120395747126,0.0033455127419997413,"Category('1.5', 1.5)",3210422555.2075815,0,1.952049288109131,1238659920.8836968,0,0.9117470715883107,0.0,0.0
29,"Category('1.5', 1.5)","Category('2.5', 2.5)","Category('2.5', 2.5)",31,30.36115723077659,0.33490867744593783,"Category('1.5', 1.5)",103.58336376099226,0.6221777744070377,"Category('10', 10)",33.06105002617617,0.5966346428914268,"Category('10', 10)",135.04010485674638,0.49419021907633676,"Category('1.0', 1.0)",30.066124379227464,0.013201614626242818,"Category('1.0', 1.0)",2911807261.7341933,0,1.7296204236986408,1243333330.4977236,0,0.9149167509561533,0.0,0.0
30,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",114,32.47290125296438,0.41117782860866603,"Category('1.0', 1.0)",302.0378509299865,0.8901648238747439,"Category('1.5', 1.5)",72.22491611692655,0.4849080960290782,"Category('10', 10)",98.34029500525158,0.35655151105732585,"Category('1.0', 1.0)",62.78734003660313,2.149995502860602e-06,"Category('1.0', 1.0)",1756915218.827854,0,0.9996534952084496,1509771097.8427892,0,0.9325052730772965,0.0,0.0
31,"Category('1.5', 1.5)","Category('3.5', 3.5)","Category('1.5', 1.5)",56,64.36720501165289,0.5587104069627894,"Category('1.0', 1.0)",224.01380393587448,0.9008989595724639,"Category('10', 10)",36.31881758928949,0.20151053171768424,"Category('1.0', 1.0)",139.39103590513957,0.889247865571307,"Category('10', 10)",197.17277431194944,1.95964418599503e-05,"Category('1.0', 1.0)",1713795439.9136157,0,2.385010804987888,1272630577.5444353,0,0.9162837011008294,0.0,0.0
32,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('3.5', 3.5)",14,30.00029541426347,0.14700542470716282,"Category('10', 10)",36.06984973723323,0.016486227306051232,"Category('10', 10)",63.117134112865216,0.006169209866497313,"Category('1.5', 1.5)",59.135719484952475,0.6921897600848649,"Category('1.5', 1.5)",84.59247705852482,0.10170390962864523,"Category('1.0', 1.0)",6442641977.551528,0,5.626783490774916,23553645.928922728,0,0.01757358476550546,0.0,0.0
33,"Category('2.5', 2.5)","Category('3.5', 3.5)","Category('2.5', 2.5)",130,41.47225546314429,0.41365023736330075,"Category('1.5', 1.5)",65.73768382308845,0.5919243084314391,"Category('1.5', 1.5)",30.855421632359935,0.20218865626202065,"Category('1.0', 1.0)",51.52423275449171,0.4421975241043272,"Category('10', 10)",206.14462665835342,0.002268518809716111,"Category('10', 10)",2054435419.7931912,0,2.8261068389637805,1044257634.8391935,0,0.9043937656659209,0.0,0.0
34,"Category('2.5', 2.5)","Category('1.5', 1.5)","Category('2.5', 2.5)",1,30.024778646956662,0.17255878083622234,"Category('10', 10)",35.232840189958075,0.011153207343530203,"Category('10', 10)",124.28824735223947,0.06354644608780773,"Category('1.5', 1.5)",95.5497540148333,0.4451322934288641,"Category('1.0', 1.0)",152.8869256435425,0.00015000789944090908,"Category('1.0', 1.0)",6265760830.101476,0,5.629255232027298,875312682.6910467,0,0.6040709022074675,0.0,0.0
35,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",71,30.254341893872372,0.5786254211668788,"Category('1.5', 1.5)",211.63425256684675,0.608086228462955,"Category('10', 10)",34.088411290208384,0.21690753648845723,"Category('1.0', 1.0)",128.05235336453697,0.6204795063984867,"Category('1.5', 1.5)",221.17127422255408,5.5535819879994845e-05,"Category('1.5', 1.5)",1721046401.9845846,0,2.083498028819815,1456637760.9857087,0,0.9129454250136932,0.0,0.0
36,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",128,35.19612073864652,0.31716966045428147,"Category('10', 10)",39.34660007932494,0.1613456787988522,"Category('1.0', 1.0)",30.066887436870537,0.10024249678410357,"Category('1.0', 1.0)",63.198344696611954,0.6442834318760114,"Category('1.5', 1.5)",46.28639423628288,0.005572635523982086,"Category('10', 10)",6747261306.605661,0,5.295009623761361,1209768005.1790416,0,0.7331594282003884,0.0,0.0
37,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('3.5', 3.5)",132,31.257309585512473,0.23925048227940393,"Category('1.5', 1.5)",48.00305223800615,0.0027551971491875105,"Category('1.5', 1.5)",35.298891489642706,0.014099957460553189,"Category('1.0', 1.0)",93.05226125421925,0.46157902674301277,"Category('10', 10)",92.98921284736473,0.00019370955111357646,"Category('1.0', 1.0)",6427702769.583886,0,5.589502665530901,942909731.7757591,0,0.6398836333395446,0.0,0.0
38,"Category('3.5', 3.5)","Category('4.5', 4.5)","Category('3.5', 3.5)",76,34.415744496076165,0.33639400692959465,"Category('1.0', 1.0)",345.2966764874017,0.9459251503062167,"Category('1.0', 1.0)",30.22189480997111,0.15485553777629196,"Category('1.0', 1.0)",163.68057622576964,0.46610008502241,"Category('1.0', 1.0)",223.19860449620893,0.0003936138865367586,"Category('1.5', 1.5)",3132173502.355074,0,4.227791646037424,767953831.9429,0,0.8160242281064838,0.0,0.0
39,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",54,53.29839299792999,0.45577556061304536,"Category('1.5', 1.5)",207.81692479804792,0.7057078104088421,"Category('1.5', 1.5)",30.139289076088026,0.344484539513044,"Category('10', 10)",158.4689538833228,0.9663595688053094,"Category('1.0', 1.0)",226.481286256461,0.005763686919615764,"Category('1.0', 1.0)",1262795206.2612243,0,1.133867038725212,1488012640.9381132,0,0.936386917792635,0.0,0.0
40,"Category('1.5', 1.5)","Category('2.5', 2.5)","Category('2.5', 2.5)",7,32.99374707905222,0.23651028582102096,"Category('1.5', 1.5)",35.01118371438286,0.01658304052196649,"Category('1.5', 1.5)",30.66208718050097,0.0028501675009971333,"Category('10', 10)",93.14811501761957,0.29416444599880787,"Category('10', 10)",92.26544520670345,0.05811259112860372,"Category('1.5', 1.5)",6272010392.292543,0,5.640331454556322,148202736.79360762,0,0.10958737941929854,0.0,0.0
41,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('1.5', 1.5)",14,30.747287601947654,0.3877234677269654,"Category('1.0', 1.0)",105.74934329690333,0.8964108338859051,"Category('1.5', 1.5)",31.99683952768406,0.5759417208612923,"Category('10', 10)",109.69434894260141,0.5656331669208308,"Category('1.5', 1.5)",202.88146954258724,9.684206876938903e-08,"Category('10', 10)",1693202150.441938,0,0.9181082616548688,1512789232.7821076,0,0.9515132199600396,0.0,0.0
42,"Category('3.5', 3.5)","Category('2.5', 2.5)","Category('1.5', 1.5)",40,30.14896117659776,0.3211526539122955,"Category('1.0', 1.0)",178.12621639437242,0.578923572811598,"Category('1.5', 1.5)",40.25851389197688,0.1843084476338444,"Category('1.5', 1.5)",72.02801440801227,0.39401374028358804,"Category('10', 10)",202.27546048990902,0.006358750910876885,"Category('10', 10)",4355409111.875594,0,4.065612220239771,1049182921.7153243,0,0.8071800778398049,0.0,0.0
43,"Category('1.5', 1.5)","Category('1.5', 1.5)","Category('2.5', 2.5)",30,51.23710404727877,0.2814407040563965,"Category('1.0', 1.0)",45.08235199450938,0.0015230230488245955,"Category('10', 10)",30.985378690783072,0.01878198158030056,"Category('1.0', 1.0)",38.69717415452363,0.7416573849888615,"Category('10', 10)",148.7739102235027,0.13744694505616314,"Category('10', 10)",6804881464.900012,0,5.578616009345559,41700184.86311853,0,0.02957960611875976,0.0,0.0
